id,chronological_order,working_title,one_line_summary,life_stage,story_arc,characters,locations,themes,source_tier,primary_work,primary_book,primary_chapter,verse_range,festival_tags,age_sensitivity,estimated_story_strength,visual_potential,independent_story_score,source_confidence,variant_notes
DKS_0166,166,Krishna Speaks for the Silent Disguised Brothers,"Received by Jarasandha, Krishna explains that his two companions observe a vow of silence until midnight, so he alone speaks for the disguised trio.",pandava_period,jarasandha_and_kings,Krishna; Jarasandha; Bhima; Arjuna,Girivraja,disguise; cunning; etiquette,A,Mahabharata (Ganguli translation),2,21,,,all,3,3,3,4,
DKS_0167,167,Krishna Answers Jarasandha's Challenge about the Disguise,"When Jarasandha censures the disguised guests for entering by an improper gate, Krishna replies that a foe's abode is entered by the wrong gate and the foe's hospitality is refused.",pandava_period,jarasandha_and_kings,Krishna; Jarasandha,Girivraja,dialogue; defiance; war-ethics,A,Mahabharata (Ganguli translation),2,21,,,all,3,2,3,4,
DKS_0168,168,Krishna Refrains from Slaying Jarasandha,"Remembering Brahma's command that Jarasandha is destined to die at Bhima's hands, Krishna withholds his own hand and leaves the king to Bhima.",pandava_period,jarasandha_and_kings,Krishna; Jarasandha; Bhima,Girivraja,destiny; restraint; deference,A,Mahabharata (Ganguli translation),2,22,,,all,3,2,2,4,
DKS_0169,169,"Krishna Seizes Kalayavana's Host || Having destroyed Kalayavana by stratagem, Krishna captures his army of horses, elephants and cars, and delivers it to Ugrasena, freeing the Yadava race from fear of invasion.","Having destroyed Kalayavana by stratagem, Krishna captures his army of horses, elephants and cars, and delivers it to Ugrasena, freeing the Yadava race from fear of invasion.",dwaraka,jarasandha_and_kings,Krishna; Kalayavana; Ugrasena,Mathura; Dwaraka,victory; spoils; security,A,Vishnu Purana (Wilson 1840),5,24,,,all,2,2,2,4,
DKS_0170,170,Jarasandha Attacks and Besieges Mathura,"Kamsa's widows report to Jarasandha, who vows to destroy the Yadavas and besieges Mathura with twenty-three armies.",mathura,jarasandha_and_kings,Jarasandha; Krishna; Balarama; Asti; Prapti,Mathura,vengeance; war; siege,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,50,1-5,,all,4,4,3,5,VP 5.22 folds in the routing of Jarasandha across eighteen attacks; HV splits the march (1.89) and the siege (1.90).
DKS_0171,171,A Divine Chariot and Weapons Descend for Krishna,"As Krishna deliberates, a divine chariot and celestial weapons descend from the sky; Krishna and Balarama ride out to battle.",mathura,jarasandha_and_kings,Krishna; Balarama; Daruka,Mathura,divine grace; war; resolve,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,50,6-15,,all,4,5,3,5,
DKS_0172,172,The Yadavas Rout Jarasandha's Army and Spare Him,"Krishna and Balarama annihilate Jarasandha's host; Balarama seizes Jarasandha, but Krishna releases him to fight again.",mathura,jarasandha_and_kings,Krishna; Balarama; Jarasandha,Mathura,war; mercy; strategy,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,50,16-41,,all,4,4,4,5,HV splits the battle and the divine voice sparing Jarasandha.
DKS_0173,173,Kalayavana Is Burned by Muchukunda's Glance,Krishna lures Kalayavana into Muchukunda's cave; the Yavana kicks the sleeping king and is reduced to ashes.,dwaraka,jarasandha_and_kings,Krishna; Kalayavana; Muchukunda,Dvaraka; Muchukunda's cave,cunning; divine retribution; fate,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,51,1-11,,all,5,5,5,5,
DKS_0174,174,"Muchukunda's Story || Muchukunda, an Ikshvaku king who once guarded the gods against the asuras, was granted deep sleep as his reward.","Muchukunda, an Ikshvaku king who once guarded the gods against the asuras, was granted deep sleep as his reward.",dwaraka,jarasandha_and_kings,Muchukunda; Indra; Krishna,Muchukunda's cave,service; reward; time,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,51,12-20,,all,3,2,2,5,BP-only beat; immediately precedes the boon (bp10c_015).
DKS_0175,175,"Krishna Grants Muchukunda His Boon || Krishna reveals himself to Muchukunda, who renounces all boons and asks only for devotion; Krishna grants him liberation in a future birth.","Krishna reveals himself to Muchukunda, who renounces all boons and asks only for devotion; Krishna grants him liberation in a future birth.",dwaraka,jarasandha_and_kings,Krishna; Muchukunda,Muchukunda's cave,devotion; renunciation; liberation,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,51,21-62,,all,4,3,4,5,BP-only beat; follows Muchukunda's story (bp10c_014).
DKS_0176,176,"Krishna and Balarama Elude Jarasandha || Krishna and Balarama feign flight from Jarasandha, escape to Dvaraka over the sea, and Jarasandha falsely believes them burned.","Krishna and Balarama feign flight from Jarasandha, escape to Dvaraka over the sea, and Jarasandha falsely believes them burned.",dwaraka,jarasandha_and_kings,Krishna; Balarama; Jarasandha,Pravarshana hill; Dvaraka,strategy; escape; deception,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,52,1-13,,all,4,4,4,5,Cross-ref: Harivamsha resolve to abandon Mathura (hv_a_001) and the founding (bp10c_012/vp5_023_02).
DKS_0177,177,"The Captive Kings Appeal to Krishna || A royal messenger arrives in Krishna's assembly and reports that Jarasandha has imprisoned twenty thousand defeated kings in Girivraja, who beg Krishna for release.","A royal messenger arrives in Krishna's assembly and reports that Jarasandha has imprisoned twenty thousand defeated kings in Girivraja, who beg Krishna for release.",dwaraka,jarasandha_and_kings,Krishna; Jarasandha; the captive kings; royal messenger,Dwaraka; Girivraja (Magadha),oppression; refuge; liberation,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,70,20-30,,all,3,2,3,5,
DKS_0178,178,"Uddhava's Counsel to Slay Jarasandha || Uddhava advises Krishna that the Rajasuya requires conquering the directions, and that Jarasandha — who can only be killed by Bhima in single combat — must first be destroyed.","Uddhava advises Krishna that the Rajasuya requires conquering the directions, and that Jarasandha — who can only be killed by Bhima in single combat — must first be destroyed.",dwaraka,jarasandha_and_kings,Krishna; Uddhava; Bhima; Arjuna; Jarasandha,Dwaraka,strategy; duty; alliance,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,71,1-10,,all,3,2,3,5,VARIANT of the Rajasuya slaying-plan: Bhagavata Purana attributes the plan to Uddhava's counsel; Mahabharata 2.20 presents Krishna himself proposing it. Attribution difference is material — kept as separate stories.
DKS_0179,179,"Krishna's Grand Procession from Dwaraka || Krishna departs Dwaraka for Indraprastha with a vast army, chariots, elephants and his queens, to the sound of drums and conches.","Krishna departs Dwaraka for Indraprastha with a vast army, chariots, elephants and his queens, to the sound of drums and conches.",dwaraka,jarasandha_and_kings,Krishna; Balarama; Narada,Dwaraka,royal procession; journey; majesty,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,71,11-21,,all,3,4,2,5,
DKS_0180,180,Sahadeva Crowned and the Kings Freed || Krishna crowns Jarasandha's son Sahadeva king of Magadha and releases all the kings imprisoned by Jarasandha.,Krishna crowns Jarasandha's son Sahadeva king of Magadha and releases all the kings imprisoned by Jarasandha.,dwaraka,jarasandha_and_kings,Krishna; Sahadeva; the captive kings,Girivraja (Magadha),liberation; justice; succession,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,72,45,,all,3,2,3,5,
DKS_0181,181,"Krishna, Bhima and Arjuna Approach Jarasandha in Disguise","Krishna, Bhima and Arjuna travel to Girivraja disguised as brahmanas and ask Jarasandha for alms, testing his charity.",dwaraka,jarasandha_and_kings,Krishna; Bhima; Arjuna; Jarasandha,Girivraja (Magadha),disguise; strategy; hospitality,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,72,14-26,,all,4,4,3,5,
DKS_0182,182,Krishna Reveals Their Identities and Challenges Jarasandha,"Krishna reveals their true identities and asks for single combat; Jarasandha laughs, taunts Krishna as a coward who fled Mathura, and chooses Bhima as his opponent.",dwaraka,jarasandha_and_kings,Krishna; Bhima; Arjuna; Jarasandha,Girivraja,challenge; insult; honor,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,72,27-32,,all,4,3,4,5,
DKS_0183,183,"The Mace-Duel of Bhima and Jarasandha || Bhima and Jarasandha fight an indecisive mace-duel, exchanging blows that crush their clubs, then striking with iron-hard fists.","Bhima and Jarasandha fight an indecisive mace-duel, exchanging blows that crush their clubs, then striking with iron-hard fists.",dwaraka,jarasandha_and_kings,Bhima; Jarasandha,outside Girivraja,combat; strength; endurance,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,72,33-38,,mild_violence,4,5,4,5,
DKS_0184,184,"Krishna's Signal: Jarasandha Split in Two || Knowing Jarasandha's birth secret, Krishna signals by splitting a twig; Bhima tears Jarasandha in two and kills him.","Knowing Jarasandha's birth secret, Krishna signals by splitting a twig; Bhima tears Jarasandha in two and kills him.",dwaraka,jarasandha_and_kings,Krishna; Bhima; Arjuna; Jarasandha,outside Girivraja,divine insight; trick; justice,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,72,39-44,,mild_violence,4,4,4,5,
DKS_0185,185,"The Liberated Kings Behold Krishna || Twenty thousand eight hundred freed kings emerge from the mountain prison, behold Krishna's form, praise him, receive his teaching, and are sent home with honor.","Twenty thousand eight hundred freed kings emerge from the mountain prison, behold Krishna's form, praise him, receive his teaching, and are sent home with honor.",dwaraka,jarasandha_and_kings,Krishna; the twenty thousand kings; Sahadeva,Girivraja,liberation; devotion; gratitude,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,73,1-29,,all,3,3,3,5,
DKS_0186,186,"Krishna Selects the Site of Dwaraka || The Yadavas reach the ocean shore, and Krishna, seeking a place to build, chooses the coppery tract near Mount Raivata where the Yadavas encamp.","The Yadavas reach the ocean shore, and Krishna, seeking a place to build, chooses the coppery tract near Mount Raivata where the Yadavas encamp.",dwaraka,dwaraka_founded,Krishna,Dwaraka; Raivata; ocean shore,site-selection; foundation,A,"Harivamsha (Dutt, Gutenberg #61937)",1,113,,,all,3,3,3,4,Cross-ref: founding cluster (bp10c_012/vp5_023_02); site-selection beat.
DKS_0187,187,Krishna Enriches Dwaraka || Krishna bids the treasure-guard Sankha shower wealth on every household and sends Vayu to fetch the celestial assembly-hall Sudharma from heaven.,Krishna bids the treasure-guard Sankha shower wealth on every household and sends Vayu to fetch the celestial assembly-hall Sudharma from heaven.,dwaraka,dwaraka_founded,Krishna; Sankha; Vayu; Ugrasena,Dwaraka,prosperity; benevolence; celestial-gift,A,"Harivamsha (Dutt, Gutenberg #61937)",1,115,,,all,3,3,3,4,Cross-ref: founding cluster; enrichment beat.
DKS_0188,188,"Vishwakarma Adorns Dwarka for Krishna || At Indra's request, the celestial architect Vishwakarma beautifies Dwarka after Amaravati, building golden palaces for each of Krishna's queens, and Krishna enters the adorned city.","At Indra's request, the celestial architect Vishwakarma beautifies Dwarka after Amaravati, building golden palaces for each of Krishna's queens, and Krishna enters the adorned city.",dwaraka,dwaraka_founded,Krishna; Vishwakarma; Indra,Dwarka,architecture; splendour; divine city,A,"Harivamsha (Dutt, Gutenberg #61937)",1,245,,,all,2,4,2,4,
DKS_0189,189,Viswakarma Builds Dwaraka for Krishna,"Facing Kalayavana and Jarasandha together, Krishna builds the fortress-city of Dvaraka in the sea and relocates the Yadavas.",dwaraka,dwaraka_founded,Krishna; Balarama; Vishvakarma,Dvaraka,strategy; protection; construction,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,50,42-56,,all,4,5,4,5,
DKS_0190,190,News of Rukmini's Swayamvara,"Spies inform Krishna that Rukmini, sister of Rukmi, will hold her swayamvara at Kundina; Krishna sets out with the Yadava army, bidding Ugrasena guard Mathura.",mathura,rukmini_and_marriages,Krishna; Ugrasena; Rukmini; Rukmi,Kundina; Mathura,swayamvara; departure; counsel,A,"Harivamsha (Dutt, Gutenberg #61937)",1,103,,,all,3,3,3,4,
DKS_0191,191,Krishna Summons Garuda at Bhishmaka's House,"Arriving at Bhishmaka's house for the swayamvara, Krishna thinks of Garuda to overawe the assembled kings, and the bird-king appears, shaking the earth with his wings.",mathura,rukmini_and_marriages,Krishna; Garuda,Kundina; Vidarbha,divine-carrier; display-of-power; awe,A,"Harivamsha (Dutt, Gutenberg #61937)",1,104,,,all,4,4,4,4,
DKS_0192,192,Krishna Reveals Rukmini Is Lakshmi,"In dialogue with Bhishmaka, Krishna declares that Rukmini is the goddess Lakshmi born to be his wife and should not be given away in a public swayamvara.",mathura,rukmini_and_marriages,Krishna; Bhishmaka; Rukmini,Kundina,divine-identity; marriage-destiny; forgiveness,A,"Harivamsha (Dutt, Gutenberg #61937)",1,108,,,all,4,3,3,4,
DKS_0193,193,Bhishmaka Beholds Krishna's Cosmic Form,"Krishna takes leave of Bhishmaka, who beholds his universal form of a thousand heads and arms and worships him with a eulogy before the kings follow him out.",mathura,rukmini_and_marriages,Krishna; Bhishmaka; Garuda,Kundina,cosmic-form; eulogy; departure,A,"Harivamsha (Dutt, Gutenberg #61937)",1,108,,,all,4,5,3,4,
DKS_0194,194,Rukmini Declares She Weds Only Krishna,"After the kings disperse, Rukmini tells her friends that she will accept no husband but the lotus-eyed Krishna.",mathura,rukmini_and_marriages,Rukmini; Krishna,Kundina,love; determination; devotion,A,"Harivamsha (Dutt, Gutenberg #61937)",1,109,,,all,3,2,3,4,
DKS_0195,195,"Krishna Carries Off Rukmini and Wins Satya || Uddhava recalls how Krishna carried off Rukmini, Bhishmaka's daughter, by the gandharva rite, and how he defeated the proud kings to win Satya (Nagnajiti) at her svayamvara.","Uddhava recalls how Krishna carried off Rukmini, Bhishmaka's daughter, by the gandharva rite, and how he defeated the proud kings to win Satya (Nagnajiti) at her svayamvara.",dwaraka,rukmini_and_marriages,Krishna; Rukmini; Satya (Nagnajiti),Kundina; the svayamvara hall,elopement; marriage; valour,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",3,3,2-3,,all,3,3,3,5,Recall bundling Rukmini's abduction + Satya's svayamvara; cross-ref both clusters.
DKS_0196,196,"Rukmini Resolves to Marry Krishna and Sends a Brahmana Messenger || Princess Rukmini, hearing of Krishna's virtues, resolves to wed him and sends a brahmana to Dvaraka with her secret message.","Princess Rukmini, hearing of Krishna's virtues, resolves to wed him and sends a brahmana to Dvaraka with her secret message.",dwaraka,rukmini_and_marriages,Rukmini; Krishna; Rukmi; Brahmana,Kundina; Dvaraka,love; resolve; devotion,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,52,14-27,,all,4,3,4,5,Cross-ref: Rukmini abduction cluster (bp10c_021/vp5_026_01); message is bp10c_018.
DKS_0197,197,Rukmini's Love-Message to Krishna || Rukmini's message begs Krishna to carry her away in the rakshasa manner before Shishupala can claim her.,Rukmini's message begs Krishna to carry her away in the rakshasa manner before Shishupala can claim her.,dwaraka,rukmini_and_marriages,Rukmini; Krishna; Shishupala,Kundina,love; plea; devotion,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,52,28-42,,all,5,4,4,5,Cross-ref: Rukmini abduction cluster; resolve is bp10c_017.
DKS_0198,198,"Krishna Hastens to Kundina || Krishna receives Rukmini's message and races overnight to Kundina, where rival kings are gathering to enforce Shishupala's claim.","Krishna receives Rukmini's message and races overnight to Kundina, where rival kings are gathering to enforce Shishupala's claim.",dwaraka,rukmini_and_marriages,Krishna; Daruka; Rukmini; Shishupala,Kundina,haste; love; resolve,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,53,1-20,,all,4,4,4,5,Cross-ref: Rukmini abduction cluster (bp10c_021/vp5_026_01).
DKS_0199,199,"Rukmini's Prayer at the Temple of Ambika || Anxious at Krishna's delay, Rukmini visits the temple of goddess Ambika and prays that Krishna alone may be her husband.","Anxious at Krishna's delay, Rukmini visits the temple of goddess Ambika and prays that Krishna alone may be her husband.",dwaraka,rukmini_and_marriages,Rukmini; Krishna,Kundina,anxiety; devotion; prayer,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,53,20-52,,all,4,4,4,5,Cross-ref: Rukmini abduction cluster; distinct prayer beat.
DKS_0200,200,Krishna Carries Off Rukmini,"Krishna seizes Rukmini as she leaves the temple, places her on his chariot, and rides off before the assembled kings.",dwaraka,rukmini_and_marriages,Krishna; Rukmini,Kundina,abduction; love; triumph,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,53,52-56,,all,5,5,5,5,BP 10.53 seizes her at the svayamvara after her temple prayer; VP 5.26 carries her off on the eve of her betrothal to Sisupala.
DKS_0201,201,Krishna Defeats and Spares Rukmi,"Krishna's forces rout the pursuing kings; Rukmi chases alone, and Krishna defeats and disfigures him but spares his life at Rukmini's entreaty.",dwaraka,rukmini_and_marriages,Krishna; Rukmi; Rukmini; Balarama,Kundina,battle; mercy; family,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,54,1-35,,all,5,4,4,5,Harivamsha 1.116 has Rukmi vow to slay Krishna then duel near the Narmada; VP/BP have him pursue and be spared at Rukmini's plea.
DKS_0202,202,Krishna Marries Rukmini,"Rukmi founds the city of Bhojakata, and Krishna formally weds Rukmini in Dvaraka amid citywide celebration.",dwaraka,rukmini_and_marriages,Krishna; Rukmini; Rukmi,Dvaraka; Bhojakata,marriage; celebration; honor,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,54,35-59,,all,4,4,3,5,VP 5.26 bundles Pradyumna's birth with the marriage; Harivamsha notes Rukmini as first wife and mother of ten sons.
DKS_0203,203,Krishna Weds Kalindi at the Yamuna,"While hunting with Arjuna, Krishna meets Kalindi, daughter of the Sun, doing penance at the Yamuna, and later weds her.",pandava_period,rukmini_and_marriages,Krishna; Kalindi; Arjuna,Yamuna river; Indraprastha,penance; marriage; devotion,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,58,12-28,,all,3,4,3,5,
DKS_0204,204,Krishna Abducts Mitravinda and Wins Satya || Krishna carries off Mitravinda of Avanti from her svayamvara and wins Satya of Kosala by taming seven fierce bulls.,Krishna carries off Mitravinda of Avanti from her svayamvara and wins Satya of Kosala by taming seven fierce bulls.,dwaraka,rukmini_and_marriages,Krishna; Mitravinda; Satya; Nagnajit,Avanti; Kosala,valor; marriage; strength,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,58,29-55,,all,4,5,4,5,Bundles two moments (Mitravinda + Satya); cross-ref bpc1_040 for the Satya recall.
DKS_0205,205,"Krishna Jests with Rukmini || Krishna playfully tells Rukmini she chose a poor, unworthy husband; she faints in grief, thinking he means to abandon her.","Krishna playfully tells Rukmini she chose a poor, unworthy husband; she faints in grief, thinking he means to abandon her.",dwaraka,rukmini_and_marriages,Krishna; Rukmini,Dvaraka,playfulness; love; anguish,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,60,1-27,,all,4,4,4,5,BP-only; paired with consolation beat (bp10c_049).
DKS_0206,206,"Krishna Consoles Rukmini || Krishna lifts Rukmini, reveals his jest, praises her devotion, and the two are reconciled in love.","Krishna lifts Rukmini, reveals his jest, praises her devotion, and the two are reconciled in love.",dwaraka,rukmini_and_marriages,Krishna; Rukmini,Dvaraka,reconciliation; devotion; love,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,60,28-58,,all,4,3,3,5,BP-only; paired with jest beat (bp10c_048).
DKS_0207,207,Balarama Slays Rukmi at the Dice Game,"At the wedding, Rukmi cheats Balarama at dice and insults him; enraged, Balarama kills Rukmi with his iron club.",dwaraka,rukmini_and_marriages,Balarama; Rukmi; Krishna,Bhojakata,gambling; pride; retribution,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,61,26-39,,mild_violence,5,4,4,5,"Weapon varies: iron club (BP), dice-board (Harivamsha). VP adds a heavenly voice confirms the foul play."
DKS_0208,208,Krishna Wins Lakshmana at Her Svayamvara,"Krishna weds Bhadra, daughter of his aunt, and carries off Lakshmana of Madra from her svayamvara.",dwaraka,rukmini_and_marriages,Krishna; Bhadra; Lakshmana,Dvaraka; Madra,marriage; alliance,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,58,55-57,,all,4,5,4,5,"bp10d_039 gives Lakshmana's own account (strung a bow, shot the fish target); bp10c_040 bundles her abduction with Bhadra's marriage."
DKS_0209,209,"The Vrishnis Suspect Krishna of Stealing the Jewel || Hearing of Prasena's death, the Vrishnis and Andhakas suspect Krishna of stealing the Syamantaka; the innocent Krishna resolves to recover it.","Hearing of Prasena's death, the Vrishnis and Andhakas suspect Krishna of stealing the Syamantaka; the innocent Krishna resolves to recover it.",dwaraka,syamantaka_jewel,Krishna; Vrishnis; Andhakas,Dwarka,false accusation; honour,A,"Harivamsha (Dutt, Gutenberg #61937)",1,38,,,all,3,2,3,4,Cross-ref: Prasena cluster (bp10c_029/hv_a_003); distinct accusation beat.
DKS_0210,210,"Balarama Departs to Mithila in Anger || Believing Krishna is withholding the jewel, Balarama angrily leaves for Mithila, where Duryodhana learns the use of clubs from him.","Believing Krishna is withholding the jewel, Balarama angrily leaves for Mithila, where Duryodhana learns the use of clubs from him.",dwaraka,syamantaka_jewel,Balarama; Krishna; Duryodhana,Mithila,suspicion; estrangement; reconciliation,A,"Harivamsha (Dutt, Gutenberg #61937)",1,39,,,all,3,2,3,4,Cross-ref: Satadhanva cluster (bp10c_034/hv_a_008).
DKS_0211,211,"Akrura's Exile Brings Drought; His Return Brings Rain || After Akrura leaves Dwarka, Indra withholds rain and drought devastates the land; when he returns, the rains fall again.","After Akrura leaves Dwarka, Indra withholds rain and drought devastates the land; when he returns, the rains fall again.",dwaraka,syamantaka_jewel,Akrura; Indra; Kukuras; Andhakas,Dwarka,drought; piety,A,"Harivamsha (Dutt, Gutenberg #61937)",1,39,,,all,3,3,3,4,Harivamsha-only; Akrura's exile/drought episode.
DKS_0212,212,Surya Grants Satrajit the Syamantaka Jewel,"Surya gives his devotee Satrajit the Syamantaka jewel, which yields eight loads of gold daily and makes him shine like the sun.",dwaraka,syamantaka_jewel,Satrajit; Surya; Krishna,Dvaraka,gift; splendor; wealth,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,56,1-10,,all,4,4,4,5,BP: jewel yields eight loads of gold daily; Harivamsha: Satrajit worships the sun on the ocean bank.
DKS_0213,213,Prasena Is Slain by a Lion for the Jewel,"Satrajit refuses to hand the jewel to Krishna; his brother Prasena, wearing it on a hunt, is killed by a lion, and rumor blames Krishna.",dwaraka,syamantaka_jewel,Satrajit; Prasena; Krishna; Jambavan,Dvaraka; forest,pride; rumor; injustice,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,56,11-15,,all,4,4,4,5,BP 10.56 bundles Satrajit's refusal and the rumor blaming Krishna into the same beat; Harivamsha adds Jambavan killing the lion and taking the jewel.
DKS_0214,214,Krishna Wrestles Jambavan for the Jewel,"To clear his name, Krishna traces Prasena's path, enters Jambavan's cave, and fights the bear-king for twenty-eight days before Jambavan yields the jewel and his daughter.",dwaraka,syamantaka_jewel,Krishna; Jambavan; Jambavati,Jambavan's cave,honor; combat; recognition,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,56,16-31,,all,5,5,5,5,Duration varies: twenty-eight days (BP) vs twenty-one days (Harivamsha).
DKS_0215,215,Krishna Returns the Jewel and Clears His Name,"Krishna returns with the jewel and Jambavati, clears his name in open assembly, and returns the Syamantaka to Satrajit, who also offers Satyabhama.",dwaraka,syamantaka_jewel,Krishna; Satrajit; Satyabhama; Jambavati,Dvaraka,vindication; honesty; gratitude,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,56,32-44,,all,4,3,4,5,BP has him clear his name in open assembly and also receive Satyabhama.
DKS_0216,216,Satadhanva Murders Satrajit for the Jewel,"Instigated by Akrura and Kritavarma, Satadhanva murders the sleeping Satrajit and steals the Syamantaka jewel.",dwaraka,syamantaka_jewel,Satadhanva; Satrajit; Akrura; Kritavarma,Dvaraka,greed; murder; betrayal,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,57,1-5,,all,4,4,4,5,Harivamsha adds that Shatadhanwa secretly gives the jewel to Akrura; BP notes instigation by Akrura and Kritavarma.
DKS_0217,217,"Satyabhama Reports Her Father's Murder || Satyabhama finds her father slain, and hastens to Hastinapura to tell Krishna, who laments with Balarama.","Satyabhama finds her father slain, and hastens to Hastinapura to tell Krishna, who laments with Balarama.",dwaraka,syamantaka_jewel,Satyabhama; Krishna; Balarama,Dvaraka; Hastinapura,grief; duty; family,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,57,6-8,,all,3,3,3,5,Cross-ref: Satadhanva cluster (bp10c_032/hv_a_007).
DKS_0218,218,Krishna Pursues and Slays Satadhanva,Krishna pursues and beheads Satadhanva near Mithila but finds no jewel; Balarama goes on to visit King Janaka.,dwaraka,syamantaka_jewel,Krishna; Balarama; Satadhanva,Mithila,pursuit; justice; disappointment,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,57,9-25,,all,4,4,4,5,"Both: killed near Mithila, no jewel found."
DKS_0219,219,Krishna Reclaims the Jewel from Akrura,"Krishna reveals that Satadhanva had left the jewel with Akrura; Akrura produces it, and Krishna returns it to him after showing it to his kinsmen.",dwaraka,syamantaka_jewel,Krishna; Akrura; Balarama,Dvaraka,reconciliation; trust; truth,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,57,26-40,,all,4,3,3,5,Both have Krishna discern the jewel is with Akrura and return it to him after showing it in assembly.
DKS_0220,220,Indra Reports Naraka's Tyranny and Asks Krishna's Help,"Indra descends to Dwaraka, recounts how the demon Naraka stole Aditi's ear-rings, and asks Krishna to slay him; Krishna departs with Satyabhama on Garuda.",dwaraka,narakasura_and_gods,Krishna; Indra; Satyabhama; Naraka,Dwaraka; Pragjyotisha,appeal-for-help; divine-mission; boon-of-brahma,A,"Harivamsha (Dutt, Gutenberg #61937)",1,120,,,all,4,4,3,4,"VP lists Naraka's thefts (maidens, Varuna's umbrella, Aditi's earrings, demands Indra's elephant); Harivamsha has Indra descend and Krishna depart with Satyabhama on Garuda."
DKS_0221,221,"Narada Presents the Parijata Flower to Rukmini || Narada gives Krishna a Parijata flower, which Krishna passes to Rukmini; the sage extols Rukmini as the foremost of his wives.","Narada gives Krishna a Parijata flower, which Krishna passes to Rukmini; the sage extols Rukmini as the foremost of his wives.",dwaraka,narakasura_and_gods,Narada; Krishna; Rukmini,Raivataka,favoritism; divine-flower; praise,A,"Harivamsha (Dutt, Gutenberg #61937)",1,122,,,all,3,3,3,4,
DKS_0222,222,"Satyabhama Is Consumed by Jealousy || Satyabhama's maids report Rukmini's good fortune; the proud queen, unable to bear her co-wife's honor, casts off her ornaments and retires to the apartment of anger.","Satyabhama's maids report Rukmini's good fortune; the proud queen, unable to bear her co-wife's honor, casts off her ornaments and retires to the apartment of anger.",dwaraka,narakasura_and_gods,Satyabhama; Krishna; Rukmini,Raivataka,jealousy; honour; co-wives,A,"Harivamsha (Dutt, Gutenberg #61937)",1,122,,,all,3,3,3,4,
DKS_0223,223,"Krishna Consoles the Jealous Satyabhama || Krishna steals into Satyabhama's chamber and, fanning her and wiping her tears, protests that his love dwells in her alone.","Krishna steals into Satyabhama's chamber and, fanning her and wiping her tears, protests that his love dwells in her alone.",dwaraka,narakasura_and_gods,Krishna; Satyabhama,Raivataka,jealousy; reconciliation; tenderness,A,"Harivamsha (Dutt, Gutenberg #61937)",1,123,,,all,3,3,3,4,
DKS_0224,224,Krishna Promises Satyabhama the Parijata Tree || Satyabhama confesses her grief over the Parijata flower given to Rukmini; Krishna vows to fetch the whole Parijata tree from Indra's heaven for her.,Satyabhama confesses her grief over the Parijata flower given to Rukmini; Krishna vows to fetch the whole Parijata tree from Indra's heaven for her.,dwaraka,narakasura_and_gods,Krishna; Satyabhama; Narada,Raivataka,promise; jealousy; devotion,A,"Harivamsha (Dutt, Gutenberg #61937)",1,124,,,all,3,3,3,4,
